2.3027736428	0
-4.0780950864	0
19.9346147934	0
-156.4433080619	0
227.1340016714	0
-953.7829147693	0
19107.8103317428	0
-28693.4918485447	0
934876.3982785793	0
-18140521.3589290455	0
67578075.5583718717	0
33658590.5469263643	0
-21148427.6694550440	0
375361147.6207241416	0
-419499430.3980280757	0
88691525.5995287299	0
43621001.8879376426	0
-34727458.8066546544	0
4413334034.7327413559	0
-16019646598.9840965271	0
187380086059.1672668457	0
-3462832417535.2954101562	0
4967769081578.3535156250	0
-275279251374115.0312500000	0
2022252656049151.0000000000	0
961436721324998.0000000000	0
-54272469694125.5000000000	0
-24748613730360.2656250000	0
865587912960790.5000000000	0
-572453846892398.0000000000	0
-267009293983980.6875000000	0
364738379154622.3125000000	0
-202778240155143.4375000000	0
65853868910769.0312500000	0
21517637324378.9687500000	0
6875127652792.6796875000	0
3429806745682.7861328125	0
-17430368272755.9375000000	0
-8715133233531.5400390625	0
108753321407.4560546875	0
49598671386.3493652344	0
15079131757.3769149780	0
7474500617.9901790619	0
-164940849.0274991989	0
-44122642.7081839144	0
569658677.7282239199	0
-369527807.4381278753	0
-170484202.2233423293	0
3189718.7647560537	0
161354.3071185173	0
-982372.7848554200	0
-86193.9709421260	0
-41858.2931635068	0
16553.9197081048	0
7164.9124972437	0
-49037.3952610952	0
18328.3669594661	0
-8244.1135660142	0
-2903.0167174178	0
-452.0786411866	0
197.7031082025	0
-53.0716101947	0
-12.4339829933	0
0.7489085441	0
-3.8924618853	0
10.6595904853	0
5.3460960259	0
2.0577433573	0
-11.6199004595	0
46.8787499239	0
-13.7420913500	0
-6.7959450553	0
-2.8212939420	0
0.0462841718	0
-1.0496346664	0
-0.7541470255	0
-0.7391344383	0
-0.7390851338	0
-0.7390851332	0
-0.7390851332	0
